Rank,Name,Position,Team,Weekly Salary,year
247.0,Massadio Haidara,Defender,NUFC,20000,2015
247.0,Harry Winks,Midfielder,THFC,20000,2015
247.0,Abdoulaye Doucoure,Midfielder,WAT,20000,2015
247.0,Sebastian Prodl,Defender,WAT,20000,2015
270.0,Charlie Daniels,Defender,BOU,19000,2015
271.0,Danny Ward,Goalkeeper,LFC,18000,2015
271.0,Paulo Gazzaniga,Goalkeeper,SFC,18000,2015
273.0,Sam Vokes,Forward,BFC,17000,2015
273.0,Michael Hector,Defender,CFC,17000,2015
275.0,Tyrone Mings,Defender,BOU,16000,2015
275.0,Rhoys Wiggins,Defender,BOU,16000,2015
275.0,Kevin Stewart,Midfielder,LFC,16000,2015
275.0,Tommie Hoban,Defender,WAT,16000,2015
279.0,Ciaran Clark,Defender,AVFC,15000,2015
279.0,David Stockdale,Goalkeeper,BHA,15000,2015
279.0,Rouwen Hennings,Forward,BFC,15000,2015
279.0,Matt Miazga,Defender,CFC,15000,2015
279.0,Jonny Williams,Midfielder,CP,15000,2015
279.0,Shani Tarashaj,Forward,EFC,15000,2015
279.0,Joe Gomez,Defender,LFC,15000,2015
279.0,Ruben Sobrino,Forward,MCFC,15000,2015
279.0,Jamaal Lascelles,Defender,NUFC,15000,2015
279.0,Kyle Bartley,Defender,SCAFC,15000,2015
279.0,Juan Carlos Paredes,Defender,WAT,15000,2015
279.0,Doneil Henry,Defender,WHUFC,15000,2015
291.0,Benik Afobe,Forward,BOU,13500,2015
292.0,Craig Cathcart,Defender,WAT,13000,2015
292.0,Obbi Oulare,Forward,WAT,13000,2015
294.0,Demarai Gray,Forward,LC,12500,2015
295.0,Adam Smith,Defender,BOU,12000,2015
295.0,Fredrik Ulvestad,Midfielder,BFC,12000,2015
295.0,Charly Musonda,Midfielder,CFC,12000,2015
295.0,Ben Hamer,Goalkeeper,LC,12000,2015
295.0,Curtis Good,Defender,NUFC,12000,2015
295.0,Sam Gallagher,Forward,SFC,12000,2015
295.0,Harrison Reed,Midfielder,SFC,12000,2015
295.0,Jack Stephens,Defender,SFC,12000,2015
303.0,Artur Boruc,Goalkeeper,BOU,10000,2015
303.0,Matt Macey,Goalkeeper,AFC,10000,2015
303.0,Emiliano Martinez,Goalkeeper,AFC,10000,2015
303.0,Nathan Baker,Defender,AVFC,10000,2015
303.0,Nicklas Helenius,Forward,AVFC,10000,2015
303.0,Tendayi Darikwa,Defender,BFC,10000,2015
303.0,Leandro Rodriguez,Forward,EFC,10000,2015
303.0,Joe Lolley,Forward,HUD,10000,2015
303.0,Jordon Ibe,Midfielder,LFC,10000,2015
303.0,Sheyi Ojo,Forward,LFC,10000,2015
303.0,Patrick Roberts,Forward,MCFC,10000,2015
303.0,Matt Targett,Defender,SFC,10000,2015
303.0,Jakob Haugaard,Goalkeeper,SCFC,10000,2015
303.0,Matt Grimes,Midfielder,SCAFC,10000,2015
303.0,Giedrius Arlauskis,Goalkeeper,WAT,10000,2015
318.0,Kazenga Lualua,Midfielder,BHA,9000,2015
319.0,Richie Towell,Forward,BHA,8000,2015
319.0,Jamal Blackman,Goalkeeper,CFC,8000,2015
319.0,Nahki Wells,Forward,HUD,8000,2015
319.0,Josh Cullen,Midfielder,WHUFC,8000,2015
319.0,Dominic Iorfa,Defender,WWFC,8000,2015
324.0,Jed Steer,Goalkeeper,AVFC,7284,2015
325.0,Junior Stanislas,Midfielder,BOU,7000,2015
325.0,Rohan Ince,Midfielder,BHA,7000,2015
325.0,Elvis Manu,Forward,BHA,7000,2015
325.0,Dominic Solanke,Forward,CFC,7000,2015
329.0,Steve Cook,Defender,BOU,6000,2015
329.0,Tammy Abraham,Forward,CFC,6000,2015
329.0,Cristian Cuevas,Defender,CFC,6000,2015
329.0,Tom Davies,Midfielder,EFC,6000,2015
333.0,Stuart O'Keefe,Midfielder,CCFC,5500,2015
334.0,Harry Arter,Midfielder,BOU,5000,2015
334.0,Nathaniel Chalobah,Midfielder,CFC,5000,2015
334.0,Jason Davidson,Defender,HUD,5000,2015
334.0,Jordi Hiwula,Forward,HUD,5000,2015
334.0,Dean Whitehead,Midfielder,HUD,5000,2015
334.0,Tosin Adarabioyo,Defender,MCFC,5000,2015
334.0,Aleix Garcia,Midfielder,MCFC,5000,2015
334.0,Pablo Maffeo,Defender,MCFC,5000,2015
334.0,Josh Harrop,Midfielder,MUFC,5000,2015
334.0,Joel Castro Pereira,Goalkeeper,MUFC,5000,2015
334.0,Ivan Toney,Forward,NUFC,5000,2015
334.0,Oliver McBurnie,Forward,SCAFC,5000,2015
334.0,Joshua Onomah,Midfielder,THFC,5000,2015
347.0,Krystian Bielik,Defender,AFC,4000,2015
347.0,Chris Long,Forward,BFC,4000,2015
347.0,Harry Bunn,Forward,HUD,4000,2015
347.0,Harry Wilson,Midfielder,LFC,4000,2015
347.0,Kenji Gorre,Forward,SCAFC,4000,2015
352.0,Baily Cargill,Defender,BOU,3000,2015
352.0,Kyle Scott,Midfielder,CFC,3000,2015
352.0,Sullay Kaikai,Midfielder,CP,3000,2015
352.0,Matthew Pennington,Defender,EFC,3000,2015
352.0,Tom Lawrence,Forward,LC,3000,2015
352.0,Cameron Brannagan,Midfielder,LFC,3000,2015
352.0,Harry Souttar,Defender,SCFC,3000,2015
352.0,Reece Burke,Defender,WHUFC,3000,2015
360.0,Ryan Fraser,Midfielder,BOU,2000,2015
360.0,Jeff Reine-Adelaide,Midfielder,AFC,2000,2015
360.0,Trent Alexander-Arnold,Defender,LFC,2000,2015
360.0,Connor Randall,Defender,LFC,2000,2015
360.0,Alex Palmer,Goalkeeper,WBAFC,2000,2015
360.0,Sebastien Pocognoli,Defender,WBAFC,2000,2015
366.0,Josh Dasilva,Forward,AFC,1000,2015
366.0,Henrik Bjordal,Forward,BHA,1000,2015
366.0,Flo Bojaj,Forward,HUD,1000,2015
366.0,Luke Brattan,Midfielder,MCFC,1000,2015
370.0,Will Wood,Defender,SFC,800,2015
371.0,Harry Cornick,Midfielder,BOU,750,2015
372.0,Dan Agyei,Forward,BFC,700,2015
373.0,Matt Butcher,Midfielder,BOU,600,2015
373.0,Jack Simpson,Defender,BOU,600,2015
1.0,Wayne Rooney,Forward,MUFC,300000,2016
2.0,Paul Pogba,Midfielder,MUFC,290000,2016
3.0,Eden Hazard,Midfielder,CFC,225000,2016
4.0,Sergio Aguero,Forward,MCFC,220000,2016
4.0,Yaya Toure,Midfielder,MCFC,220000,2016
4.0,Zlatan Ibrahimovic,Forward,MUFC,220000,2016
7.0,David de Gea,Goalkeeper,MUFC,200000,2016
8.0,Diego Costa,Forward,CFC,185000,2016
9.0,David Silva,Midfielder,MCFC,160000,2016
9.0,Juan Mata,Midfielder,MUFC,160000,2016
11.0,Cesc Fabregas,Midfielder,CFC,156000,2016
12.0,Oscar,Midfielder,CFC,152255,2016
13.0,John Terry,Defender,CFC,150000,2016
13.0,Philippe Coutinho,Midfielder,LFC,150000,2016
13.0,Kevin De Bruyne,Midfielder,MCFC,150000,2016
13.0,Vincent Kompany,Defender,MCFC,150000,2016
13.0,Raheem Sterling,Forward,MCFC,150000,2016
18.0,Branislav Ivanovic,Defender,CFC,143846,2016
19.0,Mesut Ozil,Midfielder,AFC,140000,2016
19.0,Alexis Sanchez,Forward,AFC,140000,2016
19.0,Theo Walcott,Forward,AFC,140000,2016
19.0,James Milner,Midfielder,LFC,140000,2016
19.0,Ilkay Gundogan,Midfielder,MCFC,140000,2016
24.0,Willian da Silva,Midfielder,CFC,138462,2016
25.0,Daniel Sturridge,Forward,LFC,130000,2016
26.0,Danny Welbeck,Forward,AFC,125000,2016
27.0,Thibaut Courtois,Goalkeeper,CFC,120000,2016
27.0,N'Golo Kante,Midfielder,CFC,120000,2016
27.0,David Luiz,Defender,CFC,120000,2016
27.0,Christian Benteke,Forward,CP,120000,2016
27.0,Nicolas Otamendi,Defender,MCFC,120000,2016
27.0,Henrikh Mkhitaryan,Midfielder,MUFC,120000,2016
27.0,Ashley Young,Midfielder,MUFC,120000,2016
34.0,Ander Herrera,Midfielder,MUFC,115000,2016
35.0,Aaron Ramsey,Midfielder,AFC,110000,2016
35.0,Anthony Martial,Forward,MUFC,110000,2016
35.0,Marcos Rojo,Defender,MUFC,110000,2016
35.0,Luke Shaw,Defender,MUFC,110000,2016
39.0,Santi Cazorla,Midfielder,AFC,100000,2016
39.0,Petr Cech,Goalkeeper,AFC,100000,2016
39.0,Cesar Azpilicueta,Defender,CFC,100000,2016
39.0,Gary Cahill,Defender,CFC,100000,2016
39.0,Pedro Rodriguez Ledesma,Midfielder,CFC,100000,2016
39.0,Morgan Schneiderlin,Midfielder,EFC,100000,2016
39.0,Riyad Mahrez,Forward,LC,100000,2016
39.0,Jamie Vardy,Forward,LC,100000,2016
39.0,Roberto Firmino,Forward,LFC,100000,2016
39.0,Jordan Henderson,Midfielder,LFC,100000,2016
39.0,Joel Matip,Defender,LFC,100000,2016
39.0,Fernandinho Luis Roza,Midfielder,MCFC,100000,2016
39.0,Fernando Reges,Midfielder,MCFC,100000,2016
39.0,John Stones,Defender,MCFC,100000,2016
39.0,Harry Kane,Forward,THFC,100000,2016
39.0,Hugo Lloris,Goalkeeper,THFC,100000,2016
55.0,Nolito,Forward,MCFC,95000,2016
56.0,Jack Wilshere,Midfielder,BOU,90000,2016
56.0,Laurent Koscielny,Defender,AFC,90000,2016
56.0,Per Mertesacker,Defender,AFC,90000,2016
56.0,Shkodran Mustafi,Defender,AFC,90000,2016
56.0,Granit Xhaka,Midfielder,AFC,90000,2016
56.0,Marcos Alonso,Defender,CFC,90000,2016
56.0,Michy Batshuayi,Forward,CFC,90000,2016
56.0,Nemanja Matic,Midfielder,CFC,90000,2016
56.0,Danny Drinkwater,Midfielder,LC,90000,2016
56.0,Sadio Mane,Forward,LFC,90000,2016
56.0,Georginio Wijnaldum,Midfielder,LFC,90000,2016
56.0,Leroy Sane,Forward,MCFC,90000,2016
56.0,Andy Carroll,Forward,WHUFC,90000,2016
69.0,Jan Vertonghen,Defender,THFC,89000,2016
70.0,Yohan Cabaye,Midfielder,CP,86000,2016
71.0,Mamadou Sakho,Defender,CP,85000,2016
71.0,Marouane Fellaini,Midfielder,MUFC,85000,2016
71.0,Antonio Valencia,Defender,MUFC,85000,2016
71.0,Son Heung-Min,Forward,THFC,85000,2016
75.0,Romelu Lukaku,Forward,EFC,80000,2016
75.0,Kasper Schmeichel,Goalkeeper,LC,80000,2016
75.0,Islam Slimani,Forward,LC,80000,2016
75.0,Claudio Bravo,Goalkeeper,MCFC,80000,2016
75.0,Fabian Delph,Midfielder,MCFC,80000,2016
75.0,Eric Bailly,Defender,MUFC,80000,2016
75.0,Michael Carrick,Midfielder,MUFC,80000,2016
75.0,Manolo Gabbiadini,Forward,SFC,80000,2016
75.0,Virgil van Dijk,Defender,SFC,80000,2016
75.0,Saido Berahino,Forward,SCFC,80000,2016
75.0,Toby Alderweireld,Defender,THFC,80000,2016
75.0,Erik Lamela,Midfielder,THFC,80000,2016
75.0,Moussa Sissoko,Midfielder,THFC,80000,2016
75.0,Andre Ayew,Forward,WHUFC,80000,2016
89.0,Mathieu Debuchy,Defender,AFC,75000,2016
89.0,Victor Moses,Defender,CFC,75000,2016
89.0,Yannick Bolasie,Forward,EFC,75000,2016
89.0,Danny Ings,Forward,LFC,75000,2016
89.0,Lucas Leiva,Midfielder,LFC,75000,2016
89.0,Gabriel Jesus,Forward,MCFC,75000,2016
89.0,Daley Blind,Defender,MUFC,75000,2016
89.0,Phil Jones,Defender,MUFC,75000,2016
89.0,Fernando Llorente,Forward,SCAFC,75000,2016
89.0,Christian Eriksen,Midfielder,THFC,75000,2016
89.0,Jose Fonte,Defender,WHUFC,75000,2016
100.0,Lucas Perez,Forward,AFC,70000,2016
100.0,Steve Mandanda,Goalkeeper,CP,70000,2016
100.0,Leighton Baines,Defender,EFC,70000,2016
100.0,Kevin Mirallas,Forward,EFC,70000,2016
100.0,Ashley Williams,Defender,EFC,70000,2016
100.0,Nathaniel Clyne,Defender,LFC,70000,2016
100.0,Chris Smalling,Defender,MUFC,70000,2016
100.0,Jonjo Shelvey,Midfielder,NUFC,70000,2016
100.0,Jermain Defoe,Forward,SUFC,70000,2016
100.0,Charlie Austin,Forward,SFC,70000,2016
100.0,Ryan Bertrand,Defender,SFC,70000,2016
100.0,Gylfi Sigurdsson,Midfielder,SCAFC,70000,2016
100.0,Kyle Walker,Defender,THFC,70000,2016
100.0,Manuel Lanzini,Midfielder,WHUFC,70000,2016
114.0,Aleksandar Kolarov,Defender,MCFC,69000,2016
115.0,Nacho Monreal,Defender,AFC,65000,2016
115.0,Alex Oxlade Chamberlain,Midfielder,AFC,65000,2016
115.0,Ben Chilwell,Defender,LC,65000,2016
115.0,Ahmed Musa,Forward,LC,65000,2016
115.0,Dejan Lovren,Defender,LFC,65000,2016
115.0,Sergio Romero,Goalkeeper,MUFC,65000,2016
115.0,Sofiane Boufal,Midfielder,SFC,65000,2016
115.0,Oriol Romeu,Midfielder,SFC,65000,2016
115.0,Cedric Soares,Defender,SFC,65000,2016
115.0,Mame Diouf,Forward,SCFC,65000,2016
115.0,Xherdan Shaqiri,Midfielder,SCFC,65000,2016
115.0,Victor Wanyama,Midfielder,THFC,65000,2016
115.0,Troy Deeney,Forward,WAT,65000,2016
115.0,Jonny Evans,Defender,WBAFC,65000,2016
115.0,Sofiane Feghouli,Forward,WHUFC,65000,2016
130.0,Francis Coquelin,Midfielder,AFC,60000,2016
130.0,Asmir Begovic,Goalkeeper,CFC,60000,2016
130.0,Scott Dann,Defender,CP,60000,2016
130.0,Connor Wickham,Forward,CP,60000,2016
130.0,Gareth Barry,Midfielder,EFC,60000,2016
130.0,Wes Morgan,Defender,LC,60000,2016
130.0,Simon Mignolet,Goalkeeper,LFC,60000,2016
130.0,Adnan Januzaj,Forward,MUFC,60000,2016
130.0,Aleksandar Mitrovic,Forward,NUFC,60000,2016
130.0,Steven Davis,Midfielder,SFC,60000,2016
130.0,Shane Long,Forward,SFC,60000,2016
130.0,Nathan Redmond,Forward,SFC,60000,2016
130.0,Dusan Tadic,Forward,SFC,60000,2016
130.0,Eric Dier,Midfielder,THFC,60000,2016
130.0,Danny Rose,Defender,THFC,60000,2016
130.0,Nacer Chadli,Midfielder,WBAFC,60000,2016
130.0,Ben Foster,Goalkeeper,WBAFC,60000,2016
130.0,Jose Salomon Rondon,Forward,WBAFC,60000,2016
130.0,Claudio Yacob,Midfielder,WBAFC,60000,2016
130.0,Angelo Ogbonna,Defender,WHUFC,60000,2016
130.0,Winston Reid,Defender,WHUFC,60000,2016
151.0,Jeffrey Schlupp,Defender,CP,56000,2016
152.0,Mohamed Elneny,Midfielder,AFC,55000,2016
152.0,Olivier Giroud,Forward,AFC,55000,2016
152.0,Luka Milivojevic,Midfielder,CP,55000,2016
152.0,Bakary Sako,Midfielder,CP,55000,2016
152.0,Andros Townsend,Forward,CP,55000,2016
152.0,Patrick Van Aanholt,Defender,CP,55000,2016
152.0,Ragnar Klavan,Defender,LFC,55000,2016
152.0,Fraser Forster,Goalkeeper,SFC,55000,2016
152.0,Jay Rodriguez,Forward,SFC,55000,2016
152.0,Dele Alli,Midfielder,THFC,55000,2016
152.0,Mousa Dembele,Midfielder,THFC,55000,2016
163.0,Libor Kozak,Forward,AVFC,53365,2016
164.0,Brad Guzan,Goalkeeper,AVFC,51407,2016
165.0,Hector Bellerin,Defender,AFC,50000,2016
165.0,Gabriel Paulista,Defender,AFC,50000,2016
165.0,James McArthur,Midfielder,CP,50000,2016
165.0,James Tomkins,Defender,CP,50000,2016
165.0,Phil Jagielka,Defender,EFC,50000,2016
165.0,Aaron Lennon,Forward,EFC,50000,2016
165.0,James McCarthy,Midfielder,EFC,50000,2016
165.0,Christian Fuchs,Defender,LC,50000,2016
165.0,Nampalys Mendy,Midfielder,LC,50000,2016
165.0,Ron-Robert Zieler,Goalkeeper,LC,50000,2016
165.0,Kelechi Iheanacho,Forward,MCFC,50000,2016
165.0,Jordy Clasie,Midfielder,SFC,50000,2016
165.0,Pierre-Emile Hoejbjerg,Midfielder,SFC,50000,2016
165.0,Joe Allen,Midfielder,SCFC,50000,2016
165.0,Marko Arnautovic,Midfielder,SCFC,50000,2016
165.0,Giannelli Imbula,Midfielder,SCFC,50000,2016
165.0,Jordan Ayew,Forward,SCAFC,50000,2016
165.0,Lukasz Fabianski,Goalkeeper,SCAFC,50000,2016
165.0,Mauro Zarate,Forward,WAT,50000,2016
165.0,Aaron Cresswell,Defender,WHUFC,50000,2016
165.0,Mark Noble,Midfielder,WHUFC,50000,2016
165.0,Pedro Obiang,Midfielder,WHUFC,50000,2016
187.0,Ross Barkley,Midfielder,EFC,48000,2016
187.0,Bojan Krkic,Midfielder,SCFC,48000,2016
189.0,Kieran Gibbs,Defender,AFC,46000,2016
189.0,Jake Livermore,Midfielder,WBAFC,46000,2016
191.0,Joshua King,Forward,BOU,45000,2016
191.0,Calum Chambers,Defender,AFC,45000,2016
191.0,Carl Jenkinson,Defender,AFC,45000,2016
191.0,Idrissa Gueye,Midfielder,EFC,45000,2016
191.0,Marc Albrighton,Midfielder,LC,45000,2016
191.0,Danny Simpson,Defender,LC,45000,2016
191.0,Emre Can,Midfielder,LFC,45000,2016
191.0,Marlos Moreno,Forward,MCFC,45000,2016
191.0,Matteo Darmian,Defender,MUFC,45000,2016
191.0,Mohamed Diame,Midfielder,NUFC,45000,2016
191.0,Ayoze Perez,Forward,NUFC,45000,2016
191.0,Matt Ritchie,Midfielder,NUFC,45000,2016
191.0,James Ward-Prowse,Midfielder,SFC,45000,2016
191.0,Ryan Shawcross,Defender,SCFC,45000,2016
191.0,Philipp Wollscheid,Defender,SCFC,45000,2016
191.0,Gonzalez Baston,Forward,SCAFC,45000,2016
191.0,Leroy Fer,Midfielder,SCAFC,45000,2016
191.0,Federico Fazio,Defender,THFC,45000,2016
191.0,Kevin Wimmer,Defender,THFC,45000,2016
191.0,Nordin Amrabat,Forward,WAT,45000,2016
191.0,Daryl Janmaat,Defender,WAT,45000,2016
191.0,Roberto Pereyra,Midfielder,WAT,45000,2016
191.0,Chris Brunt,Midfielder,WBAFC,45000,2016
214.0,Federico Fernandez,Defender,SCAFC,43000,2016
215.0,Kurt Zouma,Defender,CFC,42308,2016
216.0,Valon Behrami,Midfielder,WAT,42000,2016
217.0,Ryan Bertrand,Defender,CFC,40083,2016
218.0,Artur Boruc,Goalkeeper,BOU,40000,2016
218.0,David Ospina,Goalkeeper,AFC,40000,2016
218.0,Ramiro Funes Mori,Defender,EFC,40000,2016
218.0,Arouna Kone,Forward,EFC,40000,2016
218.0,Enner Valencia,Forward,EFC,40000,2016
218.0,Andy King,Midfielder,LC,40000,2016
218.0,Alberto Moreno,Defender,LFC,40000,2016
218.0,Dwight Gayle,Forward,NUFC,40000,2016
218.0,Alex McCarthy,Goalkeeper,SFC,40000,2016
218.0,Jeremy Pied,Midfielder,SFC,40000,2016
218.0,Peter Crouch,Forward,SCFC,40000,2016
218.0,Nabil Bentaleb,Midfielder,THFC,40000,2016
218.0,Michel Vorm,Goalkeeper,THFC,40000,2016
218.0,Mario Suarez,Midfielder,WAT,40000,2016
218.0,James Morrison,Midfielder,WBAFC,40000,2016
218.0,Matt Phillips,Midfielder,WBAFC,40000,2016
218.0,Arthur Masuaku,Defender,WHUFC,40000,2016
218.0,Robert Snodgrass,Midfielder,WHUFC,40000,2016
236.0,Jores Okore,Defender,AVFC,39904,2016
237.0,Jordon Ibe,Midfielder,BOU,38000,2016
237.0,Seamus Coleman,Defender,EFC,38000,2016
237.0,Robert Huth,Defender,LC,38000,2016
237.0,Erik Pieters,Defender,SCFC,38000,2016
241.0,Sung-Yeung Ki,Midfielder,SCAFC,36000,2016
241.0,Wayne Routledge,Midfielder,SCAFC,36000,2016
243.0,Andrew Surman,Midfielder,BOU,35000,2016
243.0,Jonathan Kodjia,Forward,AVFC,35000,2016
243.0,Lewis Dunk,Defender,BHA,35000,2016
243.0,Robbie Brady,Midfielder,BFC,35000,2016
243.0,Steven Defour,Midfielder,BFC,35000,2016
243.0,Tom Heaton,Goalkeeper,BFC,35000,2016
243.0,Jeff Hendrick,Midfielder,BFC,35000,2016
243.0,Andreas Christensen,Defender,CFC,35000,2016
243.0,Ruben Loftus-Cheek,Midfielder,CFC,35000,2016
243.0,Fraizer Campbell,Forward,CP,35000,2016
243.0,Mathieu Flamini,Midfielder,CP,35000,2016
243.0,Jason Puncheon,Midfielder,CP,35000,2016
243.0,Joel Ward,Defender,CP,35000,2016
243.0,Shinji Okazaki,Forward,LC,35000,2016
243.0,Lazar Markovic,Forward,LFC,35000,2016
243.0,Vurnon Anita,Defender,NUFC,35000,2016
243.0,Ciaran Clark,Defender,NUFC,35000,2016
243.0,Jack Colback,Midfielder,NUFC,35000,2016
243.0,Jesus Gamez,Defender,NUFC,35000,2016
243.0,Yoan Gouffran,Midfielder,NUFC,35000,2016
243.0,Chancel Mbemba,Defender,NUFC,35000,2016
243.0,Emmanuel Riviere,Forward,NUFC,35000,2016
243.0,Henri Saivet,Midfielder,NUFC,35000,2016
243.0,Matz Sels,Goalkeeper,NUFC,35000,2016
243.0,Charlie Adam,Midfielder,SCFC,35000,2016
243.0,Jack Butland,Goalkeeper,SCFC,35000,2016
243.0,Leon Britton,Midfielder,SCAFC,35000,2016
243.0,Tom Carroll,Midfielder,SCAFC,35000,2016
243.0,Jack Cork,Midfielder,SCAFC,35000,2016
243.0,Georges-Kevin N'Koudou,Midfielder,THFC,35000,2016
243.0,Kieran Trippier,Defender,THFC,35000,2016
243.0,Etienne Capoue,Midfielder,WAT,35000,2016
243.0,Younes Kaboul,Defender,WAT,35000,2016
243.0,Stefano Okaka,Forward,WAT,35000,2016
243.0,Gareth McAuley,Defender,WBAFC,35000,2016
243.0,Allan-Romeo Nyom,Defender,WBAFC,35000,2016
243.0,James Collins,Defender,WHUFC,35000,2016
280.0,Vincent Janssen,Forward,THFC,34000,2016
281.0,Jon Flanagan,Defender,LFC,33000,2016
281.0,Stephen Ireland,Midfielder,SCFC,33000,2016
281.0,Joselu Mato,Forward,SCFC,33000,2016
281.0,Marc Muniesa,Defender,SCFC,33000,2016
281.0,Martin Olsson,Defender,SCAFC,33000,2016
286.0,Adam Lallana,Midfielder,LFC,32500,2016
286.0,Helder Costa,Forward,WWFC,32500,2016
288.0,Nathan Dyer,Midfielder,SCAFC,32000,2016
288.0,Kyle Naughton,Defender,SCAFC,32000,2016
288.0,Angel Rangel,Defender,SCAFC,32000,2016
291.0,Ashley Westwood,Midfielder,BFC,31000,2016
291.0,Phil Bardsley,Defender,SCFC,31000,2016
293.0,Lewis Cook,Midfielder,BOU,30000,2016
293.0,Adam Federici,Goalkeeper,BOU,30000,2016
293.0,Simon Francis,Defender,BOU,30000,2016
293.0,Callum Wilson,Forward,BOU,30000,2016
293.0,Marc Wilson,Defender,BOU,30000,2016
293.0,Joel Campbell,Forward,AFC,30000,2016
293.0,Alex Iwobi,Forward,AFC,30000,2016
293.0,James Chester,Defender,AVFC,30000,2016
293.0,Shane Duffy,Defender,BHA,30000,2016
293.0,Glenn Murray,Forward,BHA,30000,2016
293.0,Bruno Saltor Grau,Defender,BHA,30000,2016
293.0,Pape Souare,Defender,CP,30000,2016
293.0,Muhamed Besic,Midfielder,EFC,30000,2016
293.0,Maarten Stekelenburg,Goalkeeper,EFC,30000,2016
293.0,Aaron Mooy,Midfielder,HUD,30000,2016
293.0,Bartosz Kapustka,Midfielder,LC,30000,2016
293.0,Grant Hanley,Defender,NUFC,30000,2016
293.0,Deandre Yedlin,Defender,NUFC,30000,2016
293.0,Florin Gardos,Defender,SFC,30000,2016
293.0,Lee Grant,Goalkeeper,SCFC,30000,2016
293.0,Glen Johnson,Defender,SCFC,30000,2016
293.0,Jordi Amat,Defender,SCAFC,30000,2016
293.0,Jefferson Montero,Midfielder,SCAFC,30000,2016
293.0,Luciano Narsingh,Midfielder,SCAFC,30000,2016
293.0,Jose Holebas,Defender,WAT,30000,2016
293.0,Christian Kabasele,Defender,WAT,30000,2016
293.0,Isaac Success,Forward,WAT,30000,2016
293.0,Craig Dawson,Defender,WBAFC,30000,2016
293.0,James McClean,Midfielder,WBAFC,30000,2016
293.0,Sam Byram,Defender,WHUFC,30000,2016
293.0,Edimilson Fernandes,Midfielder,WHUFC,30000,2016
293.0,Cheikhou Kouyate,Midfielder,WHUFC,30000,2016
293.0,Havard Nordtveit,Midfielder,WHUFC,30000,2016
293.0,Diafra Sakho,Forward,WHUFC,30000,2016
327.0,Lewis Grabban,Forward,BOU,29000,2016
328.0,Johann Berg Gudmundsson,Midfielder,BFC,28000,2016
328.0,Ben Mee,Defender,BFC,28000,2016
328.0,Stephen Ward,Defender,BFC,28000,2016
328.0,Divock Origi,Forward,LFC,28000,2016
328.0,Paul Dummett,Defender,NUFC,28000,2016
328.0,Maya Yoshida,Defender,SFC,28000,2016
328.0,Glenn Whelan,Midfielder,SCFC,28000,2016
328.0,Callum McManaman,Forward,WBAFC,28000,2016
336.0,Marco van Ginkel,Midfielder,CFC,27885,2016
336.0,Ivan Cavaleiro,Forward,WWFC,27885,2016
338.0,Benik Afobe,Forward,BOU,27000,2016
338.0,Ryan Fraser,Midfielder,BOU,27000,2016
338.0,Leonardo Ulloa,Forward,LC,27000,2016
338.0,Gokhan Tore,Midfielder,WHUFC,27000,2016
342.0,Boaz Myhill,Goalkeeper,WBAFC,26000,2016
343.0,Charlie Daniels,Defender,BOU,25000,2016
343.0,Marc Pugh,Midfielder,BOU,25000,2016
343.0,Brad Smith,Defender,BOU,25000,2016
343.0,Rob Holding,Defender,AFC,25000,2016
343.0,Beram Kayal,Midfielder,BHA,25000,2016
343.0,Solly March,Midfielder,BHA,25000,2016
343.0,Ashley Barnes,Forward,BFC,25000,2016
343.0,Andre Gray,Forward,BFC,25000,2016
343.0,Robert Kenedy,Midfielder,CFC,25000,2016
343.0,Damien Delaney,Defender,CP,25000,2016
343.0,Martin Kelly,Defender,CP,25000,2016
343.0,Joe Ledley,Midfielder,CP,25000,2016
343.0,Chung-Yong Lee,Forward,CP,25000,2016
343.0,Julian Speroni,Goalkeeper,CP,25000,2016
343.0,Mason Holgate,Defender,EFC,25000,2016
343.0,Demarai Gray,Forward,LC,25000,2016
343.0,Matty James,Midfielder,LC,25000,2016
343.0,Loris Karius,Goalkeeper,LFC,25000,2016
343.0,Bruno Zuculini,Midfielder,MCFC,25000,2016
343.0,Karl Darlow,Goalkeeper,NUFC,25000,2016
343.0,Rob Elliot,Goalkeeper,NUFC,25000,2016
343.0,Daryl Murphy,Forward,NUFC,25000,2016
343.0,Ibrahim Afellay,Midfielder,SCFC,25000,2016
343.0,Jonathan Walters,Forward,SCFC,25000,2016
343.0,Alfie Mawson,Defender,SCAFC,25000,2016
343.0,Kristoffer Nordfeldt,Goalkeeper,SCAFC,25000,2016
343.0,Harry Winks,Midfielder,THFC,25000,2016
343.0,Miguel Britos,Defender,WAT,25000,2016
343.0,Heurelho Gomes,Goalkeeper,WAT,25000,2016
343.0,Costel Pantilimon,Goalkeeper,WAT,25000,2016
343.0,Michail Antonio,Midfielder,WHUFC,25000,2016
374.0,Aleksandar Tonev,Midfielder,AVFC,23558,2016
375.0,Max-Alain Gradel,Forward,BOU,23000,2016
375.0,Scott Arfield,Midfielder,BFC,23000,2016
375.0,Tomas Kalas,Defender,CFC,23000,2016
375.0,Marcin Wasilewski,Defender,LC,23000,2016
375.0,Ramadan Sobhi,Forward,SCFC,23000,2016
380.0,Michael Keane,Defender,BFC,22000,2016
380.0,Dean Marney,Midfielder,BFC,22000,2016
380.0,James Tarkowski,Defender,BFC,22000,2016
380.0,Isaac Hayden,Midfielder,NUFC,22000,2016
